0.000 0.000 0.700 8.000 38.000 -54.000
0.000 0.000 0.700 246.000 27.000 92.000
0.000 0.000 0.700 121.000 74.000 46.000
0.000 0.000 0.700 105.000 15.000 126.000
0.000 0.000 0.700 197.000 8.000 -173.000
0.000 0.000 0.700 190.000 48.000 -142.000
0.000 0.000 0.700 237.000 80.000 -93.000
0.000 0.000 0.700 152.000 87.000 174.000
0.000 0.000 0.700 256.000 79.000 -9.000
0.000 0.000 0.700 253.000 18.000 -72.000
0.000 0.000 0.700 343.000 73.000 173.000
0.000 0.000 0.700 292.000 31.000 -100.000
0.000 0.000 0.700 186.000 71.000 40.000
0.000 0.000 0.700 320.000 36.000 112.000
0.000 0.000 0.700 10.000 18.000 -162.000
0.000 0.000 0.700 134.000 35.000 -10.000
0.000 0.000 0.700 229.000 68.000 115.000
0.000 0.000 0.700 46.000 47.000 -100.000
0.000 0.000 0.700 275.000 57.000 95.000
0.000 0.000 0.700 16.000 20.000 -23.000
0.000 0.000 0.700 295.000 5.000 1.000
0.000 0.000 0.700 149.000 84.000 91.000
0.000 0.000 0.700 303.000 19.000 -31.000
0.000 0.000 0.700 117.000 71.000 169.000
0.000 0.000 0.700 344.000 56.000 43.000
0.000 0.000 0.700 159.000 28.000 135.000
0.000 0.000 0.700 73.000 34.000 -136.000
0.000 0.000 0.700 350.000 57.000 2.000
0.000 0.000 0.700 59.000 55.000 -54.000
0.000 0.000 0.700 229.000 39.000 139.000
0.000 0.000 0.700 33.000 16.000 -133.000
0.000 0.000 0.700 303.000 48.000 68.000
0.000 0.000 0.700 57.000 67.000 -180.000
0.000 0.000 0.700 188.000 85.000 -96.000
0.000 0.000 0.700 358.000 50.000 4.000
0.000 0.000 0.700 266.000 60.000 47.000
0.000 0.000 0.700 10.000 48.000 -62.000
0.000 0.000 0.700 93.000 55.000 81.000
0.000 0.000 0.700 358.000 36.000 -170.000
0.000 0.000 0.700 328.000 42.000 27.000
0.000 0.000 0.700 87.000 57.000 17.000
0.000 0.000 0.700 289.000 88.000 -17.000
0.000 0.000 0.700 239.000 14.000 -142.000
0.000 0.000 0.700 220.000 2.000 -19.000
0.000 0.000 0.700 134.000 43.000 68.000
0.000 0.000 0.700 200.000 74.000 36.000
0.000 0.000 0.700 178.000 36.000 30.000
0.000 0.000 0.700 26.000 36.000 -83.000
0.000 0.000 0.700 32.000 3.000 62.000
0.000 0.000 0.700 312.000 43.000 144.000
0.000 0.000 1.000 8.000 38.000 -54.000
0.000 0.000 1.000 246.000 27.000 92.000
0.000 0.000 1.000 121.000 74.000 46.000
0.000 0.000 1.000 105.000 15.000 126.000
0.000 0.000 1.000 197.000 8.000 -173.000
0.000 0.000 1.000 190.000 48.000 -142.000
0.000 0.000 1.000 237.000 80.000 -93.000
0.000 0.000 1.000 152.000 87.000 174.000
0.000 0.000 1.000 256.000 79.000 -9.000
0.000 0.000 1.000 253.000 18.000 -72.000
0.000 0.000 1.000 343.000 73.000 173.000
0.000 0.000 1.000 292.000 31.000 -100.000
0.000 0.000 1.000 186.000 71.000 40.000
0.000 0.000 1.000 320.000 36.000 112.000
0.000 0.000 1.000 10.000 18.000 -162.000
0.000 0.000 1.000 134.000 35.000 -10.000
0.000 0.000 1.000 229.000 68.000 115.000
0.000 0.000 1.000 46.000 47.000 -100.000
0.000 0.000 1.000 275.000 57.000 95.000
0.000 0.000 1.000 16.000 20.000 -23.000
0.000 0.000 1.000 295.000 5.000 1.000
0.000 0.000 1.000 149.000 84.000 91.000
0.000 0.000 1.000 303.000 19.000 -31.000
0.000 0.000 1.000 117.000 71.000 169.000
0.000 0.000 1.000 344.000 56.000 43.000
0.000 0.000 1.000 159.000 28.000 135.000
0.000 0.000 1.000 73.000 34.000 -136.000
0.000 0.000 1.000 350.000 57.000 2.000
0.000 0.000 1.000 59.000 55.000 -54.000
0.000 0.000 1.000 229.000 39.000 139.000
0.000 0.000 1.000 33.000 16.000 -133.000
0.000 0.000 1.000 303.000 48.000 68.000
0.000 0.000 1.000 57.000 67.000 -180.000
0.000 0.000 1.000 188.000 85.000 -96.000
0.000 0.000 1.000 358.000 50.000 4.000
0.000 0.000 1.000 266.000 60.000 47.000
0.000 0.000 1.000 10.000 48.000 -62.000
0.000 0.000 1.000 93.000 55.000 81.000
0.000 0.000 1.000 358.000 36.000 -170.000
0.000 0.000 1.000 328.000 42.000 27.000
0.000 0.000 1.000 87.000 57.000 17.000
0.000 0.000 1.000 289.000 88.000 -17.000
0.000 0.000 1.000 239.000 14.000 -142.000
0.000 0.000 1.000 220.000 2.000 -19.000
0.000 0.000 1.000 134.000 43.000 68.000
0.000 0.000 1.000 200.000 74.000 36.000
0.000 0.000 1.000 178.000 36.000 30.000
0.000 0.000 1.000 26.000 36.000 -83.000
0.000 0.000 1.000 32.000 3.000 62.000
0.000 0.000 1.000 312.000 43.000 144.000
0.000 0.000 1.300 8.000 38.000 -54.000
0.000 0.000 1.300 246.000 27.000 92.000
0.000 0.000 1.300 121.000 74.000 46.000
0.000 0.000 1.300 105.000 15.000 126.000
0.000 0.000 1.300 197.000 8.000 -173.000
0.000 0.000 1.300 190.000 48.000 -142.000
0.000 0.000 1.300 237.000 80.000 -93.000
0.000 0.000 1.300 152.000 87.000 174.000
0.000 0.000 1.300 256.000 79.000 -9.000
0.000 0.000 1.300 253.000 18.000 -72.000
0.000 0.000 1.300 343.000 73.000 173.000
0.000 0.000 1.300 292.000 31.000 -100.000
0.000 0.000 1.300 186.000 71.000 40.000
0.000 0.000 1.300 320.000 36.000 112.000
0.000 0.000 1.300 10.000 18.000 -162.000
0.000 0.000 1.300 134.000 35.000 -10.000
0.000 0.000 1.300 229.000 68.000 115.000
0.000 0.000 1.300 46.000 47.000 -100.000
0.000 0.000 1.300 275.000 57.000 95.000
0.000 0.000 1.300 16.000 20.000 -23.000
0.000 0.000 1.300 295.000 5.000 1.000
0.000 0.000 1.300 149.000 84.000 91.000
0.000 0.000 1.300 303.000 19.000 -31.000
0.000 0.000 1.300 117.000 71.000 169.000
0.000 0.000 1.300 344.000 56.000 43.000
0.000 0.000 1.300 159.000 28.000 135.000
0.000 0.000 1.300 73.000 34.000 -136.000
0.000 0.000 1.300 350.000 57.000 2.000
0.000 0.000 1.300 59.000 55.000 -54.000
0.000 0.000 1.300 229.000 39.000 139.000
0.000 0.000 1.300 33.000 16.000 -133.000
0.000 0.000 1.300 303.000 48.000 68.000
0.000 0.000 1.300 57.000 67.000 -180.000
0.000 0.000 1.300 188.000 85.000 -96.000
0.000 0.000 1.300 358.000 50.000 4.000
0.000 0.000 1.300 266.000 60.000 47.000
0.000 0.000 1.300 10.000 48.000 -62.000
0.000 0.000 1.300 93.000 55.000 81.000
0.000 0.000 1.300 358.000 36.000 -170.000
0.000 0.000 1.300 328.000 42.000 27.000
0.000 0.000 1.300 87.000 57.000 17.000
0.000 0.000 1.300 289.000 88.000 -17.000
0.000 0.000 1.300 239.000 14.000 -142.000
0.000 0.000 1.300 220.000 2.000 -19.000
0.000 0.000 1.300 134.000 43.000 68.000
0.000 0.000 1.300 200.000 74.000 36.000
0.000 0.000 1.300 178.000 36.000 30.000
0.000 0.000 1.300 26.000 36.000 -83.000
0.000 0.000 1.300 32.000 3.000 62.000
0.000 0.000 1.300 312.000 43.000 144.000
0.462 0.191 0.700 8.000 38.000 -54.000
0.462 0.191 0.700 246.000 27.000 92.000
0.462 0.191 0.700 121.000 74.000 46.000
0.462 0.191 0.700 105.000 15.000 126.000
0.462 0.191 0.700 197.000 8.000 -173.000
0.462 0.191 0.700 190.000 48.000 -142.000
0.462 0.191 0.700 237.000 80.000 -93.000
0.462 0.191 0.700 152.000 87.000 174.000
0.462 0.191 0.700 256.000 79.000 -9.000
0.462 0.191 0.700 253.000 18.000 -72.000
0.462 0.191 0.700 343.000 73.000 173.000
0.462 0.191 0.700 292.000 31.000 -100.000
0.462 0.191 0.700 186.000 71.000 40.000
0.462 0.191 0.700 320.000 36.000 112.000
0.462 0.191 0.700 10.000 18.000 -162.000
0.462 0.191 0.700 134.000 35.000 -10.000
0.462 0.191 0.700 229.000 68.000 115.000
0.462 0.191 0.700 46.000 47.000 -100.000
0.462 0.191 0.700 275.000 57.000 95.000
0.462 0.191 0.700 16.000 20.000 -23.000
0.462 0.191 0.700 295.000 5.000 1.000
0.462 0.191 0.700 149.000 84.000 91.000
0.462 0.191 0.700 303.000 19.000 -31.000
0.462 0.191 0.700 117.000 71.000 169.000
0.462 0.191 0.700 344.000 56.000 43.000
0.462 0.191 0.700 159.000 28.000 135.000
0.462 0.191 0.700 73.000 34.000 -136.000
0.462 0.191 0.700 350.000 57.000 2.000
0.462 0.191 0.700 59.000 55.000 -54.000
0.462 0.191 0.700 229.000 39.000 139.000
0.462 0.191 0.700 33.000 16.000 -133.000
0.462 0.191 0.700 303.000 48.000 68.000
0.462 0.191 0.700 57.000 67.000 -180.000
0.462 0.191 0.700 188.000 85.000 -96.000
0.462 0.191 0.700 358.000 50.000 4.000
0.462 0.191 0.700 266.000 60.000 47.000
0.462 0.191 0.700 10.000 48.000 -62.000
0.462 0.191 0.700 93.000 55.000 81.000
0.462 0.191 0.700 358.000 36.000 -170.000
0.462 0.191 0.700 328.000 42.000 27.000
0.462 0.191 0.700 87.000 57.000 17.000
0.462 0.191 0.700 289.000 88.000 -17.000
0.462 0.191 0.700 239.000 14.000 -142.000
0.462 0.191 0.700 220.000 2.000 -19.000
0.462 0.191 0.700 134.000 43.000 68.000
0.462 0.191 0.700 200.000 74.000 36.000
0.462 0.191 0.700 178.000 36.000 30.000
0.462 0.191 0.700 26.000 36.000 -83.000
0.462 0.191 0.700 32.000 3.000 62.000
0.462 0.191 0.700 312.000 43.000 144.000
0.462 0.191 1.000 8.000 38.000 -54.000
0.462 0.191 1.000 246.000 27.000 92.000
0.462 0.191 1.000 121.000 74.000 46.000
0.462 0.191 1.000 105.000 15.000 126.000
0.462 0.191 1.000 197.000 8.000 -173.000
0.462 0.191 1.000 190.000 48.000 -142.000
0.462 0.191 1.000 237.000 80.000 -93.000
0.462 0.191 1.000 152.000 87.000 174.000
0.462 0.191 1.000 256.000 79.000 -9.000
0.462 0.191 1.000 253.000 18.000 -72.000
0.462 0.191 1.000 343.000 73.000 173.000
0.462 0.191 1.000 292.000 31.000 -100.000
0.462 0.191 1.000 186.000 71.000 40.000
0.462 0.191 1.000 320.000 36.000 112.000
0.462 0.191 1.000 10.000 18.000 -162.000
0.462 0.191 1.000 134.000 35.000 -10.000
0.462 0.191 1.000 229.000 68.000 115.000
0.462 0.191 1.000 46.000 47.000 -100.000
0.462 0.191 1.000 275.000 57.000 95.000
0.462 0.191 1.000 16.000 20.000 -23.000
0.462 0.191 1.000 295.000 5.000 1.000
0.462 0.191 1.000 149.000 84.000 91.000
0.462 0.191 1.000 303.000 19.000 -31.000
0.462 0.191 1.000 117.000 71.000 169.000
0.462 0.191 1.000 344.000 56.000 43.000
0.462 0.191 1.000 159.000 28.000 135.000
0.462 0.191 1.000 73.000 34.000 -136.000
0.462 0.191 1.000 350.000 57.000 2.000
0.462 0.191 1.000 59.000 55.000 -54.000
0.462 0.191 1.000 229.000 39.000 139.000
0.462 0.191 1.000 33.000 16.000 -133.000
0.462 0.191 1.000 303.000 48.000 68.000
0.462 0.191 1.000 57.000 67.000 -180.000
0.462 0.191 1.000 188.000 85.000 -96.000
0.462 0.191 1.000 358.000 50.000 4.000
0.462 0.191 1.000 266.000 60.000 47.000
0.462 0.191 1.000 10.000 48.000 -62.000
0.462 0.191 1.000 93.000 55.000 81.000
0.462 0.191 1.000 358.000 36.000 -170.000
0.462 0.191 1.000 328.000 42.000 27.000
0.462 0.191 1.000 87.000 57.000 17.000
0.462 0.191 1.000 289.000 88.000 -17.000
0.462 0.191 1.000 239.000 14.000 -142.000
0.462 0.191 1.000 220.000 2.000 -19.000
0.462 0.191 1.000 134.000 43.000 68.000
0.462 0.191 1.000 200.000 74.000 36.000
0.462 0.191 1.000 178.000 36.000 30.000
0.462 0.191 1.000 26.000 36.000 -83.000
0.462 0.191 1.000 32.000 3.000 62.000
0.462 0.191 1.000 312.000 43.000 144.000
0.462 0.191 1.300 8.000 38.000 -54.000
0.462 0.191 1.300 246.000 27.000 92.000
0.462 0.191 1.300 121.000 74.000 46.000
0.462 0.191 1.300 105.000 15.000 126.000
0.462 0.191 1.300 197.000 8.000 -173.000
0.462 0.191 1.300 190.000 48.000 -142.000
0.462 0.191 1.300 237.000 80.000 -93.000
0.462 0.191 1.300 152.000 87.000 174.000
0.462 0.191 1.300 256.000 79.000 -9.000
0.462 0.191 1.300 253.000 18.000 -72.000
0.462 0.191 1.300 343.000 73.000 173.000
0.462 0.191 1.300 292.000 31.000 -100.000
0.462 0.191 1.300 186.000 71.000 40.000
0.462 0.191 1.300 320.000 36.000 112.000
0.462 0.191 1.300 10.000 18.000 -162.000
0.462 0.191 1.300 134.000 35.000 -10.000
0.462 0.191 1.300 229.000 68.000 115.000
0.462 0.191 1.300 46.000 47.000 -100.000
0.462 0.191 1.300 275.000 57.000 95.000
0.462 0.191 1.300 16.000 20.000 -23.000
0.462 0.191 1.300 295.000 5.000 1.000
0.462 0.191 1.300 149.000 84.000 91.000
0.462 0.191 1.300 303.000 19.000 -31.000
0.462 0.191 1.300 117.000 71.000 169.000
0.462 0.191 1.300 344.000 56.000 43.000
0.462 0.191 1.300 159.000 28.000 135.000
0.462 0.191 1.300 73.000 34.000 -136.000
0.462 0.191 1.300 350.000 57.000 2.000
0.462 0.191 1.300 59.000 55.000 -54.000
0.462 0.191 1.300 229.000 39.000 139.000
0.462 0.191 1.300 33.000 16.000 -133.000
0.462 0.191 1.300 303.000 48.000 68.000
0.462 0.191 1.300 57.000 67.000 -180.000
0.462 0.191 1.300 188.000 85.000 -96.000
0.462 0.191 1.300 358.000 50.000 4.000
0.462 0.191 1.300 266.000 60.000 47.000
0.462 0.191 1.300 10.000 48.000 -62.000
0.462 0.191 1.300 93.000 55.000 81.000
0.462 0.191 1.300 358.000 36.000 -170.000
0.462 0.191 1.300 328.000 42.000 27.000
0.462 0.191 1.300 87.000 57.000 17.000
0.462 0.191 1.300 289.000 88.000 -17.000
0.462 0.191 1.300 239.000 14.000 -142.000
0.462 0.191 1.300 220.000 2.000 -19.000
0.462 0.191 1.300 134.000 43.000 68.000
0.462 0.191 1.300 200.000 74.000 36.000
0.462 0.191 1.300 178.000 36.000 30.000
0.462 0.191 1.300 26.000 36.000 -83.000
0.462 0.191 1.300 32.000 3.000 62.000
0.462 0.191 1.300 312.000 43.000 144.000
0.500 0.000 0.700 8.000 38.000 -54.000
0.500 0.000 0.700 246.000 27.000 92.000
0.500 0.000 0.700 121.000 74.000 46.000
0.500 0.000 0.700 105.000 15.000 126.000
0.500 0.000 0.700 197.000 8.000 -173.000
0.500 0.000 0.700 190.000 48.000 -142.000
0.500 0.000 0.700 237.000 80.000 -93.000
0.500 0.000 0.700 152.000 87.000 174.000
0.500 0.000 0.700 256.000 79.000 -9.000
0.500 0.000 0.700 253.000 18.000 -72.000
0.500 0.000 0.700 343.000 73.000 173.000
0.500 0.000 0.700 292.000 31.000 -100.000
0.500 0.000 0.700 186.000 71.000 40.000
0.500 0.000 0.700 320.000 36.000 112.000
0.500 0.000 0.700 10.000 18.000 -162.000
0.500 0.000 0.700 134.000 35.000 -10.000
0.500 0.000 0.700 229.000 68.000 115.000
0.500 0.000 0.700 46.000 47.000 -100.000
0.500 0.000 0.700 275.000 57.000 95.000
0.500 0.000 0.700 16.000 20.000 -23.000
0.500 0.000 0.700 295.000 5.000 1.000
0.500 0.000 0.700 149.000 84.000 91.000
0.500 0.000 0.700 303.000 19.000 -31.000
0.500 0.000 0.700 117.000 71.000 169.000
0.500 0.000 0.700 344.000 56.000 43.000
0.500 0.000 0.700 159.000 28.000 135.000
0.500 0.000 0.700 73.000 34.000 -136.000
0.500 0.000 0.700 350.000 57.000 2.000
0.500 0.000 0.700 59.000 55.000 -54.000
0.500 0.000 0.700 229.000 39.000 139.000
0.500 0.000 0.700 33.000 16.000 -133.000
0.500 0.000 0.700 303.000 48.000 68.000
0.500 0.000 0.700 57.000 67.000 -180.000
0.500 0.000 0.700 188.000 85.000 -96.000
0.500 0.000 0.700 358.000 50.000 4.000
0.500 0.000 0.700 266.000 60.000 47.000
0.500 0.000 0.700 10.000 48.000 -62.000
0.500 0.000 0.700 93.000 55.000 81.000
0.500 0.000 0.700 358.000 36.000 -170.000
0.500 0.000 0.700 328.000 42.000 27.000
0.500 0.000 0.700 87.000 57.000 17.000
0.500 0.000 0.700 289.000 88.000 -17.000
0.500 0.000 0.700 239.000 14.000 -142.000
0.500 0.000 0.700 220.000 2.000 -19.000
0.500 0.000 0.700 134.000 43.000 68.000
0.500 0.000 0.700 200.000 74.000 36.000
0.500 0.000 0.700 178.000 36.000 30.000
0.500 0.000 0.700 26.000 36.000 -83.000
0.500 0.000 0.700 32.000 3.000 62.000
0.500 0.000 0.700 312.000 43.000 144.000
0.500 0.000 1.000 8.000 38.000 -54.000
0.500 0.000 1.000 246.000 27.000 92.000
0.500 0.000 1.000 121.000 74.000 46.000
0.500 0.000 1.000 105.000 15.000 126.000
0.500 0.000 1.000 197.000 8.000 -173.000
0.500 0.000 1.000 190.000 48.000 -142.000
0.500 0.000 1.000 237.000 80.000 -93.000
0.500 0.000 1.000 152.000 87.000 174.000
0.500 0.000 1.000 256.000 79.000 -9.000
0.500 0.000 1.000 253.000 18.000 -72.000
0.500 0.000 1.000 343.000 73.000 173.000
0.500 0.000 1.000 292.000 31.000 -100.000
0.500 0.000 1.000 186.000 71.000 40.000
0.500 0.000 1.000 320.000 36.000 112.000
0.500 0.000 1.000 10.000 18.000 -162.000
0.500 0.000 1.000 134.000 35.000 -10.000
0.500 0.000 1.000 229.000 68.000 115.000
0.500 0.000 1.000 46.000 47.000 -100.000
0.500 0.000 1.000 275.000 57.000 95.000
0.500 0.000 1.000 16.000 20.000 -23.000
0.500 0.000 1.000 295.000 5.000 1.000
0.500 0.000 1.000 149.000 84.000 91.000
0.500 0.000 1.000 303.000 19.000 -31.000
0.500 0.000 1.000 117.000 71.000 169.000
0.500 0.000 1.000 344.000 56.000 43.000
0.500 0.000 1.000 159.000 28.000 135.000
0.500 0.000 1.000 73.000 34.000 -136.000
0.500 0.000 1.000 350.000 57.000 2.000
0.500 0.000 1.000 59.000 55.000 -54.000
0.500 0.000 1.000 229.000 39.000 139.000
0.500 0.000 1.000 33.000 16.000 -133.000
0.500 0.000 1.000 303.000 48.000 68.000
0.500 0.000 1.000 57.000 67.000 -180.000
0.500 0.000 1.000 188.000 85.000 -96.000
0.500 0.000 1.000 358.000 50.000 4.000
0.500 0.000 1.000 266.000 60.000 47.000
0.500 0.000 1.000 10.000 48.000 -62.000
0.500 0.000 1.000 93.000 55.000 81.000
0.500 0.000 1.000 358.000 36.000 -170.000
0.500 0.000 1.000 328.000 42.000 27.000
0.500 0.000 1.000 87.000 57.000 17.000
0.500 0.000 1.000 289.000 88.000 -17.000
0.500 0.000 1.000 239.000 14.000 -142.000
0.500 0.000 1.000 220.000 2.000 -19.000
0.500 0.000 1.000 134.000 43.000 68.000
0.500 0.000 1.000 200.000 74.000 36.000
0.500 0.000 1.000 178.000 36.000 30.000
0.500 0.000 1.000 26.000 36.000 -83.000
0.500 0.000 1.000 32.000 3.000 62.000
0.500 0.000 1.000 312.000 43.000 144.000
0.500 0.000 1.300 8.000 38.000 -54.000
0.500 0.000 1.300 246.000 27.000 92.000
0.500 0.000 1.300 121.000 74.000 46.000
0.500 0.000 1.300 105.000 15.000 126.000
0.500 0.000 1.300 197.000 8.000 -173.000
0.500 0.000 1.300 190.000 48.000 -142.000
0.500 0.000 1.300 237.000 80.000 -93.000
0.500 0.000 1.300 152.000 87.000 174.000
0.500 0.000 1.300 256.000 79.000 -9.000
0.500 0.000 1.300 253.000 18.000 -72.000
0.500 0.000 1.300 343.000 73.000 173.000
0.500 0.000 1.300 292.000 31.000 -100.000
0.500 0.000 1.300 186.000 71.000 40.000
0.500 0.000 1.300 320.000 36.000 112.000
0.500 0.000 1.300 10.000 18.000 -162.000
0.500 0.000 1.300 134.000 35.000 -10.000
0.500 0.000 1.300 229.000 68.000 115.000
0.500 0.000 1.300 46.000 47.000 -100.000
0.500 0.000 1.300 275.000 57.000 95.000
0.500 0.000 1.300 16.000 20.000 -23.000
0.500 0.000 1.300 295.000 5.000 1.000
0.500 0.000 1.300 149.000 84.000 91.000
0.500 0.000 1.300 303.000 19.000 -31.000
0.500 0.000 1.300 117.000 71.000 169.000
0.500 0.000 1.300 344.000 56.000 43.000
0.500 0.000 1.300 159.000 28.000 135.000
0.500 0.000 1.300 73.000 34.000 -136.000
0.500 0.000 1.300 350.000 57.000 2.000
0.500 0.000 1.300 59.000 55.000 -54.000
0.500 0.000 1.300 229.000 39.000 139.000
0.500 0.000 1.300 33.000 16.000 -133.000
0.500 0.000 1.300 303.000 48.000 68.000
0.500 0.000 1.300 57.000 67.000 -180.000
0.500 0.000 1.300 188.000 85.000 -96.000
0.500 0.000 1.300 358.000 50.000 4.000
0.500 0.000 1.300 266.000 60.000 47.000
0.500 0.000 1.300 10.000 48.000 -62.000
0.500 0.000 1.300 93.000 55.000 81.000
0.500 0.000 1.300 358.000 36.000 -170.000
0.500 0.000 1.300 328.000 42.000 27.000
0.500 0.000 1.300 87.000 57.000 17.000
0.500 0.000 1.300 289.000 88.000 -17.000
0.500 0.000 1.300 239.000 14.000 -142.000
0.500 0.000 1.300 220.000 2.000 -19.000
0.500 0.000 1.300 134.000 43.000 68.000
0.500 0.000 1.300 200.000 74.000 36.000
0.500 0.000 1.300 178.000 36.000 30.000
0.500 0.000 1.300 26.000 36.000 -83.000
0.500 0.000 1.300 32.000 3.000 62.000
0.500 0.000 1.300 312.000 43.000 144.000
